GEO_ID,NAME,B08130_001E,B08130_001M,B08130_002E,B08130_002M,B08130_003E,B08130_003M,B08130_004E,B08130_004M,B08130_005E,B08130_005M,B08130_006E,B08130_006M,B08130_007E,B08130_007M,B08130_008E,B08130_008M,B08130_009E,B08130_009M,B08130_010E,B08130_010M,B08130_011E,B08130_011M,B08130_012E,B08130_012M,B08130_013E,B08130_013M,B08130_014E,B08130_014M,B08130_015E,B08130_015M,B08130_016E,B08130_016M,B08130_017E,B08130_017M,B08130_018E,B08130_018M,B08130_019E,B08130_019M,B08130_020E,B08130_020M,B08130_021E,B08130_021M,B08130_022E,B08130_022M,B08130_023E,B08130_023M,B08130_024E,B08130_024M,B08130_025E,B08130_025M,B08130_026E,B08130_026M,B08130_027E,B08130_027M,B08130_028E,B08130_028M,B08130_029E,B08130_029M,B08130_030E,B08130_030M,B08130_031E,B08130_031M
0500000US36111,"Ulster County, New York",84516,1264,83273,1222,56555,1469,26718,1105,1243,254,65929,1082,65044,1076,42125,1241,22919,955,885,212,6439,505,6281,503,4612,487,1669,354,158,93,2053,319,1997,318,538,200,1459,259,56,34,3453,421,3401,416,3023,378,378,184,52,45,1196,213,1104,211,811,182,293,114,92,69,5446,422
0500000US36113,"Warren County, New York",31695,681,31389,681,22330,804,9059,542,306,127,26065,643,25863,649,17731,771,8132,518,202,78,2719,300,2707,301,1978,261,729,196,12,14,292,126,290,126,171,116,119,49,2,4,1057,217,1051,218,1008,213,43,25,6,9,500,141,416,114,380,110,36,24,84,94,1062,173
0500000US36115,"Washington County, New York",27987,756,25368,716,12078,560,13290,574,2619,264,22782,771,20596,724,8997,476,11599,617,2186,210,2623,351,2269,343,871,185,1398,281,354,130,241,141,235,140,71,62,164,117,6,9,927,229,912,229,853,227,59,56,15,21,257,76,199,67,129,58,70,32,58,37,1157,231
0500000US36117,"Wayne County, New York",42372,750,42163,772,21736,635,20427,689,209,87,35839,831,35684,844,17178,706,18506,724,155,80,3434,393,3413,390,1699,259,1714,238,21,20,276,146,261,142,231,140,30,23,15,23,921,176,921,176,873,170,48,33,0,27,541,164,523,165,394,150,129,62,18,19,1361,238
0500000US36119,"Westchester County, New York",468700,2286,439205,2358,288195,3129,151010,2702,29495,1136,269784,2993,245853,2832,186006,2533,59847,1855,23931,965,38058,1295,35838,1214,26269,1063,9569,852,2220,355,106345,2390,104004,2399,24319,1538,79685,2020,2341,393,22722,1517,22425,1505,21507,1489,918,221,297,94,7196,743,6490,699,5499,640,991,210,706,185,24595,1051
0500000US36121,"Wyoming County, New York",17942,344,17863,353,9708,384,8155,387,79,51,15007,357,14987,359,7660,335,7327,379,20,17,1429,173,1398,182,691,137,707,147,31,41,72,35,72,35,36,23,36,25,0,24,660,149,655,148,641,146,14,17,5,6,222,97,199,95,128,70,71,47,23,19,552,128
0500000US36123,"Yates County, New York",11041,349,10933,342,6936,373,3997,265,108,52,7478,355,7372,343,3969,328,3403,229,106,52,1080,160,1078,160,531,119,547,125,2,3,32,37,32,37,18,24,14,29,0,21,899,168,899,168,887,167,12,13,0,21,452,132,452,132,431,130,21,20,0,21,1100,169
0500000US37001,"Alamance County, North Carolina",72651,973,71981,991,48243,1269,23738,924,670,193,61844,1045,61299,1056,39861,1185,21438,911,545,179,6766,690,6686,682,4574,581,2112,364,80,59,173,139,173,139,152,139,21,18,0,28,953,269,953,269,878,263,75,50,0,28,810,184,765,183,673,163,92,64,45,35,2105,316
0500000US37003,"Alexander County, North Carolina",16043,632,15922,643,7020,527,8902,568,121,128,13622,730,13511,745,5492,499,8019,570,111,127,1431,346,1431,346,781,287,650,220,0,25,0,25,0,25,0,25,0,25,0,25,124,109,124,109,124,109,0,25,0,25,410,177,400,178,167,104,233,144,10,17,456,146
0500000US37005,"Alleghany County, North Carolina",4297,264,3975,262,3308,257,667,128,322,91,3531,306,3254,300,2633,293,621,121,277,89,452,140,407,129,369,122,38,32,45,35,8,14,8,14,8,14,0,19,0,19,106,68,106,68,106,68,0,19,0,19,19,22,19,22,11,17,8,14,0,19,181,70
0500000US37007,"Anson County, North Carolina",9948,823,9456,812,5409,553,4047,512,492,135,8548,696,8160,676,4421,451,3739,471,388,119,1053,266,993,255,690,212,303,147,60,54,0,22,0,22,0,22,0,22,0,22,157,132,139,130,139,130,0,22,18,26,54,50,28,29,23,28,5,11,26,38,136,90
0500000US37009,"Ashe County, North Carolina",11815,497,11518,502,8199,516,3319,423,297,117,9444,533,9181,535,6395,541,2786,367,263,103,1572,341,1538,341,1037,265,501,216,34,48,4,9,4,9,4,9,0,22,0,22,139,86,139,86,130,84,9,16,0,22,171,112,171,112,148,95,23,31,0,22,485,128
0500000US37011,"Avery County, North Carolina",6647,526,6559,537,4781,452,1778,306,88,47,5225,471,5158,480,3619,405,1539,255,67,43,827,237,810,237,585,176,225,144,17,19,37,41,37,41,37,41,0,19,0,19,272,159,269,159,266,160,3,7,3,5,57,53,56,53,45,51,11,12,1,4,229,76
0500000US37013,"Beaufort County, North Carolina",18901,703,18675,720,13833,649,4842,490,226,111,16477,722,16270,737,11736,675,4534,474,207,112,1055,277,1039,274,801,229,238,111,16,15,37,32,37,32,37,32,0,25,0,25,349,160,349,160,349,160,0,25,0,25,171,98,168,99,98,58,70,72,3,5,812,208
0500000US37015,"Bertie County, North Carolina",7165,459,6742,479,3985,408,2757,335,423,242,5782,435,5525,442,2957,355,2568,335,257,145,831,229,698,197,549,178,149,67,133,117,49,41,24,25,21,24,3,5,25,34,146,83,146,83,137,82,9,11,0,19,136,94,128,94,100,86,28,46,8,13,221,107
0500000US37017,"Bladen County, North Carolina",12986,502,12896,494,8200,596,4696,415,90,60,11128,506,11042,497,6947,546,4095,388,86,60,1291,320,1287,318,753,295,534,159,4,8,21,33,21,33,0,25,21,33,0,25,107,63,107,63,80,52,27,39,0,25,79,68,79,68,60,54,19,26,0,25,360,171
0500000US37019,"Brunswick County, North Carolina",47978,1166,45104,1130,31615,1155,13489,857,2874,407,37981,1176,35645,1137,23780,1015,11865,737,2336,335,5306,679,4934,618,3425,465,1509,401,372,206,208,96,190,95,190,95,0,28,18,20,633,200,595,197,582,196,13,20,38,35,642,197,532,185,430,160,102,93,110,66,3208,479
0500000US37021,"Buncombe County, North Carolina",121086,1511,119954,1535,109267,1684,10687,694,1132,225,96235,1875,95483,1889,85666,1997,9817,659,752,190,9963,957,9764,959,8978,939,786,195,199,118,784,192,784,192,784,192,0,28,0,28,2603,422,2576,422,2504,408,72,64,27,38,1255,267,1101,263,1089,263,12,15,154,64,10246,751
0500000US37023,"Burke County, North Carolina",36235,914,35967,911,24386,762,11581,588,268,97,31030,885,30876,877,20410,741,10466,532,154,64,3390,535,3370,538,2417,468,953,228,20,21,63,59,63,59,27,32,36,51,0,28,397,170,381,166,362,155,19,29,16,24,308,147,230,117,123,78,107,85,78,79,1047,228
0500000US37025,"Cabarrus County, North Carolina",94251,1264,92765,1251,46171,1363,46594,1307,1486,280,78485,1300,77344,1323,35759,1293,41585,1341,1141,237,9295,767,9117,772,4777,533,4340,505,178,101,651,198,618,191,310,127,308,131,33,40,624,244,617,242,484,181,133,104,7,20,737,219,610,217,382,158,228,141,127,83,4459,475
0500000US37027,"Caldwell County, North Carolina",33985,953,33663,934,20913,837,12750,799,322,148,28343,884,28148,871,16911,763,11237,695,195,112,3490,418,3423,400,2111,329,1312,273,67,83,39,36,39,36,39,36,0,28,0,28,231,107,231,107,187,84,44,63,0,28,639,198,579,199,422,161,157,104,60,45,1243,319
0500000US37029,"Camden County, North Carolina",4576,273,2909,336,699,196,2210,309,1667,284,4206,264,2643,327,517,185,2126,306,1563,276,192,75,100,43,38,33,62,36,92,67,2,4,2,4,2,4,0,19,0,19,54,63,54,63,54,63,0,19,0,19,79,48,67,43,45,34,22,26,12,20,43,38
0500000US37031,"Carteret County, North Carolina",30155,516,29682,524,22473,619,7209,464,473,144,23979,585,23711,578,17427,651,6284,446,268,88,3352,343,3277,336,2485,317,792,195,75,58,128,64,128,64,92,58,36,29,0,28,467,146,452,145,424,144,28,26,15,15,720,167,605,147,536,126,69,43,115,101,1509,180
0500000US37033,"Caswell County, North Carolina",9317,353,7444,405,2359,306,5085,396,1873,242,7544,417,5850,447,1817,277,4033,332,1694,228,1276,322,1122,312,113,61,1009,311,154,80,14,23,14,23,0,22,14,23,0,22,112,66,112,66,112,66,0,22,0,22,100,62,75,49,46,35,29,26,25,29,271,122
0500000US37035,"Catawba County, North Carolina",70468,1022,69588,1060,54298,1176,15290,831,880,225,59725,1112,59066,1149,45232,1063,13834,853,659,210,6120,710,6083,713,4999,660,1084,249,37,36,118,64,87,60,87,60,0,28,31,40,639,191,620,193,591,196,29,28,19,32,1501,347,1367,330,1024,274,343,170,134,78,2365,348
0500000US37037,"Chatham County, North Carolina",30121,732,29490,716,12065,632,17425,660,631,213,23665,753,23250,758,8010,502,15240,639,415,182,3089,417,3042,402,1160,254,1882,352,47,70,206,88,175,75,39,39,136,61,31,45,393,145,312,130,279,125,33,38,81,79,330,123,273,110,139,75,134,75,57,47,2438,343
0500000US37039,"Cherokee County, North Carolina",9852,586,8152,579,7285,585,867,191,1700,251,8043,543,6524,525,5744,518,780,186,1519,254,617,150,487,138,421,134,66,42,130,70,31,37,31,37,31,37,0,22,0,22,307,161,297,158,284,156,13,24,10,18,177,105,136,89,128,82,8,13,41,52,677,201
0500000US37041,"Chowan County, North Carolina",5350,461,5001,457,2765,387,2236,316,349,147,4348,476,4100,485,2007,351,2093,333,248,121,444,172,365,141,233,112,132,100,79,78,0,19,0,19,0,19,0,19,0,19,198,123,198,123,198,123,0,19,0,19,154,92,132,87,121,85,11,17,22,34,206,110
0500000US37043,"Clay County, North Carolina",4261,346,2965,377,2057,339,908,233,1296,302,3588,374,2328,350,1493,292,835,228,1260,296,303,137,275,140,202,127,73,51,28,35,0,19,0,19,0,19,0,19,0,19,86,71,86,71,86,71,0,19,0,19,97,89,89,90,89,90,0,19,8,16,187,113
0500000US37045,"Cleveland County, North Carolina",39605,926,37123,997,25690,1021,11433,757,2482,381,33646,986,31403,1026,21528,1003,9875,653,2243,336,3970,600,3856,595,2375,428,1481,441,114,58,112,80,42,39,18,17,24,36,70,73,770,227,752,230,723,215,29,35,18,20,218,120,181,117,157,115,24,21,37,31,889,166
0500000US37047,"Columbus County, North Carolina",20113,672,17940,684,13091,758,4849,562,2173,345,17458,692,15578,708,11518,762,4060,511,1880,311,1934,372,1651,328,1034,269,617,181,283,141,80,74,80,74,27,25,53,65,0,28,151,68,151,68,129,64,22,22,0,28,181,101,171,99,74,52,97,89,10,14,309,116
0500000US37049,"Craven County, North Carolina",46918,858,46258,899,38205,1032,8053,623,660,203,37990,1025,37542,1024,30676,1021,6866,500,448,172,5189,593,5135,584,3987,527,1148,296,54,44,84,60,71,59,71,59,0,28,13,21,1366,358,1352,357,1332,353,20,26,14,17,843,214,712,223,693,220,19,24,131,108,1446,258
0500000US37051,"Cumberland County, North Carolina",150646,1610,148851,1631,135827,1509,13024,781,1795,287,120686,1899,119441,1935,108344,1789,11097,722,1245,216,13333,875,13187,866,11458,853,1729,295,146,66,975,210,873,198,866,199,7,8,102,75,8544,1124,8481,1123,8380,1096,101,77,63,46,1855,356,1616,340,1526,324,90,48,239,98,5253,509
0500000US37053,"Currituck County, North Carolina",12168,486,6690,494,4004,406,2686,373,5478,545,10172,503,5232,473,3127,364,2105,307,4940,536,1202,252,696,203,201,81,495,209,506,157,34,41,34,41,22,23,12,20,0,22,221,114,209,111,169,100,40,51,12,21,150,67,130,68,96,57,34,36,20,19,389,119
0500000US37055,"Dare County, North Carolina",18083,489,17544,507,16413,499,1131,215,539,155,14275,639,13816,672,12784,638,1032,216,459,152,1925,368,1915,370,1836,364,79,52,10,11,0,25,0,25,0,25,0,25,0,25,370,127,369,127,369,127,0,25,1,3,399,163,330,150,310,146,20,32,69,46,1114,233
0500000US37057,"Davidson County, North Carolina",71416,1181,70431,1153,32778,1054,37653,1175,985,291,60836,1287,60138,1257,26372,992,33766,1064,698,225,6901,648,6684,623,3299,418,3385,459,217,149,282,117,282,117,219,113,63,54,0,28,882,239,845,233,661,207,184,102,37,39,554,158,521,147,266,112,255,125,33,34,1961,312
0500000US37059,"Davie County, North Carolina",18608,591,18157,599,7829,485,10328,563,451,180,15259,713,14964,705,5862,479,9102,576,295,147,2039,380,1953,369,897,221,1056,266,86,83,70,68,70,68,41,60,29,30,0,25,203,130,203,130,172,122,31,34,0,25,392,172,322,152,212,135,110,107,70,59,645,222
0500000US37061,"Duplin County, North Carolina",24332,721,24253,718,14403,783,9850,632,79,61,18787,808,18718,802,11303,692,7415,556,69,62,4190,560,4190,560,1894,398,2296,460,0,28,11,18,11,18,11,18,0,28,0,28,369,137,369,137,283,124,86,70,0,28,240,130,230,128,177,105,53,55,10,10,735,196
0500000US37063,"Durham County, North Carolina",150782,1582,149041,1588,102194,2029,46847,1568,1741,329,115747,1912,114732,1910,75209,2202,39523,1315,1015,217,15851,1246,15765,1237,10231,869,5534,776,86,81,5589,600,5507,601,4288,573,1219,289,82,63,3514,425,3300,414,3075,347,225,138,214,108,2582,274,2238,253,1892,263,346,103,344,151,7499,678
0500000US37065,"Edgecombe County, North Carolina",21013,634,20872,638,11140,648,9732,564,141,84,17327,686,17229,699,8766,590,8463,533,98,63,1703,283,1680,283,849,184,831,226,23,31,139,167,119,166,119,166,0,28,20,31,389,177,389,177,375,176,14,22,0,28,1017,292,1017,292,593,182,424,197,0,28,438,148
0500000US37067,"Forsyth County, North Carolina",165098,1674,163597,1697,129836,1860,33761,1245,1501,265,138449,1719,137347,1757,106875,1894,30472,1152,1102,236,12280,921,12103,918,9366,812,2737,427,177,85,1635,263,1610,263,1506,267,104,61,25,28,2690,371,2651,365,2511,358,140,83,39,33,1804,314,1646,312,1338,260,308,175,158,89,8240,628
0500000US37069,"Franklin County, North Carolina",27410,716,27045,707,9875,765,17170,765,365,123,22569,887,22298,871,7088,747,15210,779,271,122,2560,456,2517,455,764,271,1753,336,43,40,69,59,69,59,4,10,65,57,0,28,493,226,469,224,460,223,9,15,24,21,281,155,254,151,121,79,133,117,27,32,1438,275
0500000US37071,"Gaston County, North Carolina",94216,1162,90015,1258,52924,1097,37091,1157,4201,387,80412,1121,76912,1192,43374,982,33538,1090,3500,355,8787,682,8224,639,5183,544,3041,357,563,175,300,100,295,100,169,82,126,66,5,8,723,159,706,155,607,149,99,75,17,23,922,185,806,171,519,148,287,99,116,54,3072,336
0500000US37073,"Gates County, North Carolina",4961,231,2454,279,1526,231,928,164,2507,284,4210,271,2145,295,1241,222,904,168,2065,283,565,136,132,69,108,59,24,27,433,124,0,19,0,19,0,19,0,19,0,19,26,27,26,27,26,27,0,19,0,19,76,56,67,54,67,54,0,19,9,15,84,46
0500000US37075,"Graham County, North Carolina",3012,241,2881,244,2028,235,853,196,131,70,2486,245,2420,240,1693,231,727,185,66,42,364,119,316,105,190,74,126,66,48,48,1,3,1,3,1,3,0,17,0,17,33,42,33,42,33,42,0,17,0,17,17,25,0,17,0,17,0,17,17,25,111,56
0500000US37077,"Granville County, North Carolina",25038,842,24673,826,10738,724,13935,819,365,128,21181,873,20879,877,8754,653,12125,766,302,112,2651,477,2588,467,969,283,1619,395,63,54,8,9,8,9,8,9,0,28,0,28,216,107,216,107,139,70,77,78,0,28,250,98,250,98,136,74,114,76,0,28,732,205
0500000US37079,"Greene County, North Carolina",7936,360,7914,360,2684,277,5230,379,22,23,6498,350,6476,348,2011,270,4465,348,22,23,1072,190,1072,190,315,111,757,168,0,22,9,17,9,17,9,17,0,22,0,22,227,146,227,146,227,146,0,22,0,22,30,27,30,27,22,21,8,14,0,22,100,59
0500000US37081,"Guilford County, North Carolina",241350,2198,238696,2223,200592,2400,38104,1370,2654,385,199105,2582,197188,2601,163478,2599,33710,1375,1917,329,20917,1254,20566,1204,16621,1155,3945,452,351,163,2511,376,2471,379,2313,382,158,84,40,48,3134,390,3060,371,2934,377,126,69,74,56,2408,440,2136,440,1971,427,165,86,272,106,13275,789
0500000US37083,"Halifax County, North Carolina",18931,820,17762,824,12189,774,5573,498,1169,228,15711,805,14906,800,9939,725,4967,463,805,175,2329,340,2000,316,1448,286,552,163,329,145,17,15,17,15,14,15,3,5,0,28,290,117,290,117,252,109,38,34,0,28,206,103,171,97,158,97,13,15,35,32,378,128
0500000US37085,"Harnett County, North Carolina",52885,862,52411,859,19816,820,32595,821,474,120,45275,895,44954,905,15778,735,29176,831,321,106,4728,438,4702,440,1726,248,2976,343,26,21,107,76,104,76,29,29,75,72,3,10,518,124,461,118,430,109,31,33,57,37,549,133,482,132,145,56,337,119,67,40,1708,303
0500000US37087,"Haywood County, North Carolina",24818,788,24413,793,16984,832,7429,598,405,145,20831,710,20484,716,13801,755,6683,511,347,143,2170,444,2132,437,1537,343,595,211,38,38,128,103,128,103,122,103,6,11,0,28,440,199,428,198,428,198,0,28,12,14,481,174,473,174,328,129,145,124,8,8,768,180
0500000US37089,"Henderson County, North Carolina",49225,921,47711,933,32502,976,15209,777,1514,269,39497,997,38153,1033,24417,908,13736,727,1344,250,4998,510,4878,510,3593,548,1285,312,120,74,118,61,118,61,71,39,47,46,0,28,816,260,816,260,779,260,37,35,0,28,432,129,382,120,278,100,104,63,50,31,3364,385
0500000US37091,"Hertford County, North Carolina",9028,590,7945,525,6315,470,1630,260,1083,194,7802,557,6926,499,5425,457,1501,249,876,184,653,133,504,123,377,107,127,42,149,55,20,12,2,3,0,22,2,3,18,12,309,67,297,67,297,67,0,22,12,16,119,58,91,53,91,53,0,22,28,15,125,46
0500000US37093,"Hoke County, North Carolina",20361,707,19861,709,6058,504,13803,652,500,175,17472,691,17058,673,4618,482,12440,630,414,150,1775,303,1750,299,507,177,1243,278,25,39,203,100,203,100,125,94,78,64,0,28,107,67,107,67,100,66,7,12,0,28,232,114,171,94,136,83,35,45,61,64,572,170
0500000US37095,"Hyde County, North Carolina",2038,276,2038,276,1526,318,512,170,0,17,1610,278,1610,278,1183,301,427,151,0,17,122,98,122,98,37,65,85,84,0,17,19,48,19,48,19,48,0,17,0,17,57,57,57,57,57,57,0,17,0,17,85,71,85,71,85,71,0,17,0,17,145,92
0500000US37097,"Iredell County, North Carolina",79161,1034,77969,1011,54045,1060,23924,973,1192,185,66083,1212,65187,1181,43301,965,21886,969,896,160,6931,595,6827,597,5211,537,1616,260,104,74,312,126,304,125,117,86,187,85,8,14,602,198,597,195,597,195,0,28,5,9,1108,289,929,274,694,273,235,86,179,73,4125,357
0500000US37099,"Jackson County, North Carolina",17533,846,17307,853,13465,752,3842,461,226,101,13662,779,13519,781,10321,699,3198,445,143,76,2185,375,2146,368,1536,308,610,215,39,38,87,72,87,72,73,69,14,22,0,25,729,160,710,161,704,161,6,13,19,31,147,87,122,78,108,75,14,22,25,32,723,196
0500000US37101,"Johnston County, North Carolina",84416,1401,83884,1425,40717,1409,43167,1544,532,147,70571,1653,70289,1655,31574,1317,38715,1502,282,114,7674,945,7510,935,3291,520,4219,702,164,91,152,100,112,90,97,87,15,26,40,46,431,146,431,146,358,137,73,60,0,28,580,216,534,210,389,179,145,97,46,38,5008,717
0500000US37103,"Jones County, North Carolina",3778,252,3778,252,1035,160,2743,227,0,17,3227,239,3227,239,712,140,2515,235,0,17,267,94,267,94,83,34,184,90,0,17,2,4,2,4,2,4,0,17,0,17,80,68,80,68,80,68,0,17,0,17,79,57,79,57,35,43,44,38,0,17,123,49
0500000US37105,"Lee County, North Carolina",26602,671,26370,669,18034,690,8336,472,232,142,22463,753,22265,744,15213,742,7052,387,198,130,2964,453,2964,453,1801,347,1163,290,0,28,93,69,83,66,83,66,0,28,10,17,227,148,227,148,146,85,81,90,0,28,137,81,113,67,73,49,40,43,24,31,718,192
0500000US37107,"Lenoir County, North Carolina",23412,691,23230,705,16917,698,6313,565,182,110,18346,707,18204,712,13083,659,5121,530,142,91,3832,576,3792,582,2662,427,1130,361,40,61,44,31,44,31,44,31,0,28,0,28,597,176,597,176,588,178,9,19,0,28,217,152,217,152,164,125,53,81,0,28,376,132
0500000US37109,"Lincoln County, North Carolina",36492,929,35730,936,15697,850,20033,716,762,202,31257,963,30625,944,12247,776,18378,709,632,193,3124,442,3075,437,1668,315,1407,281,49,34,63,47,63,47,14,22,49,43,0,28,133,79,127,80,127,80,0,28,6,11,377,153,302,129,103,78,199,101,75,59,1538,232
0500000US37111,"McDowell County, North Carolina",17809,677,17558,687,12980,701,4578,449,251,119,14299,720,14153,724,10198,683,3955,416,146,74,2555,424,2450,413,1888,367,562,190,105,98,0,25,0,25,0,25,0,25,0,25,120,77,120,77,120,77,0,25,0,25,180,111,180,111,119,87,61,64,0,25,655,171
0500000US37113,"Macon County, North Carolina",13399,508,12471,535,10947,522,1524,257,928,253,10817,589,10098,601,8918,578,1180,237,719,205,1304,279,1230,272,897,229,333,131,74,56,49,43,49,43,49,43,0,25,0,25,212,97,160,67,160,67,0,25,52,63,484,196,401,178,390,178,11,15,83,72,533,146
0500000US37115,"Madison County, North Carolina",9258,486,8955,505,4438,414,4517,428,303,118,7140,437,6901,432,2947,309,3954,381,239,94,1139,245,1075,229,542,181,533,175,64,57,9,21,9,21,0,22,9,21,0,22,187,76,187,76,178,80,9,19,0,22,71,53,71,53,59,48,12,18,0,22,712,205
0500000US37117,"Martin County, North Carolina",9222,452,9179,443,5370,363,3809,358,43,52,7948,462,7905,451,4432,346,3473,348,43,52,853,199,853,199,534,152,319,111,0,22,0,22,0,22,0,22,0,22,0,22,148,106,148,106,134,99,14,19,0,22,55,47,55,47,52,47,3,5,0,22,218,88
0500000US37119,"Mecklenburg County, North Carolina",526553,2876,501216,3122,457748,3459,43468,1557,25337,1456,407530,3719,387453,3697,349219,3707,38234,1489,20077,1233,50425,1965,47349,1829,42717,1750,4632,610,3076,485,16255,960,15769,954,15657,939,112,94,486,182,9925,904,9646,892,9486,879,160,95,279,98,7070,690,5651,620,5321,592,330,137,1419,236,35348,1192
0500000US37121,"Mitchell County, North Carolina",6028,333,5809,333,4113,330,1696,240,219,80,5250,343,5048,347,3625,319,1423,229,202,79,539,177,528,176,284,120,244,138,11,18,2,5,2,5,2,5,0,19,0,19,80,41,74,40,74,40,0,19,6,10,43,63,43,63,14,21,29,42,0,19,114,64
0500000US37123,"Montgomery County, North Carolina",10431,550,10291,553,6975,516,3316,334,140,89,9043,481,8912,478,5836,447,3076,308,131,89,902,271,902,271,664,248,238,110,0,22,18,24,18,24,18,24,0,22,0,22,82,50,82,50,80,50,2,3,0,22,113,77,104,78,104,78,0,22,9,14,273,116
0500000US37125,"Moore County, North Carolina",39679,959,39305,960,29194,1047,10111,740,374,144,33648,951,33420,957,24049,1037,9371,682,228,103,2819,448,2795,440,2149,420,646,197,24,24,18,24,18,24,18,24,0,28,0,28,559,186,556,187,506,170,50,63,3,4,433,168,314,122,270,118,44,38,119,105,2202,397
0500000US37127,"Nash County, North Carolina",41090,831,40882,827,26831,873,14051,810,208,98,34657,980,34499,977,22380,925,12119,737,158,83,4161,595,4124,593,2417,471,1707,312,37,31,146,91,146,91,88,67,58,68,0,28,576,197,576,197,527,186,49,47,0,28,336,153,323,156,205,102,118,89,13,21,1214,213
0500000US37129,"New Hanover County, North Carolina",105969,1684,104666,1689,95186,1720,9480,718,1303,271,84999,1765,84092,1766,75677,1690,8415,675,907,246,8111,879,8059,879,7108,833,951,242,52,36,1152,330,1118,332,1094,331,24,24,34,49,1828,294,1755,293,1732,293,23,26,73,52,2137,413,1900,418,1833,414,67,60,237,113,7742,668
0500000US37131,"Northampton County, North Carolina",6858,407,5920,378,2825,346,3095,384,938,217,5825,460,5040,410,2334,327,2706,369,785,198,707,180,554,165,210,91,344,136,153,81,0,22,0,22,0,22,0,22,0,22,79,39,79,39,74,36,5,9,0,22,59,50,59,50,19,21,40,44,0,22,188,80
0500000US37133,"Onslow County, North Carolina",98084,1348,96232,1406,89350,1486,6882,722,1852,504,69544,1566,68467,1600,62777,1540,5690,635,1077,273,13153,1252,12866,1250,11812,1205,1054,304,287,284,278,165,275,165,275,165,0,28,3,4,7856,718,7569,719,7544,716,25,32,287,202,1877,348,1679,333,1566,341,113,80,198,141,5376,852
0500000US37135,"Orange County, North Carolina",70923,980,70267,1004,41414,1147,28853,1084,656,148,47992,1007,47657,1009,21874,818,25783,993,335,132,5003,537,4976,544,2722,427,2254,362,27,35,5074,536,5044,543,4652,539,392,105,30,35,4573,474,4489,475,4364,461,125,62,84,64,2242,422,2062,404,1763,339,299,159,180,108,6039,421
0500000US37137,"Pamlico County, North Carolina",4878,297,4840,295,2633,232,2207,250,38,25,3753,252,3728,252,1781,201,1947,229,25,22,566,132,561,132,309,83,252,98,5,5,16,17,16,17,16,17,0,19,0,19,78,40,78,40,78,40,0,19,0,19,87,46,79,44,71,42,8,14,8,8,378,113
0500000US37139,"Pasquotank County, North Carolina",16647,617,13830,587,11448,623,2382,329,2817,348,13452,606,11172,572,9166,568,2006,291,2280,308,1879,326,1421,257,1119,237,302,154,458,173,72,76,72,76,53,66,19,34,0,25,386,148,357,144,356,143,1,8,29,35,356,107,306,110,252,104,54,46,50,43,502,150
0500000US37141,"Pender County, North Carolina",24572,638,24329,621,9232,659,15097,572,243,84,19965,656,19808,656,6524,544,13284,548,157,70,2804,454,2800,452,1137,282,1663,359,4,8,51,52,37,39,19,23,18,29,14,21,230,134,225,135,214,134,11,14,5,9,383,119,320,115,199,108,121,65,63,40,1139,206
0500000US37143,"Perquimans County, North Carolina",5156,299,4512,310,1964,286,2548,312,644,154,4177,328,3602,338,1362,268,2240,303,575,142,526,147,476,140,174,97,302,100,50,33,0,19,0,19,0,19,0,19,0,19,110,76,91,82,91,82,0,19,19,29,25,27,25,27,19,25,6,11,0,19,318,136
0500000US37145,"Person County, North Carolina",16485,760,16074,735,8581,594,7493,616,411,162,13922,686,13514,669,6973,532,6541,538,408,161,1830,384,1828,384,982,300,846,283,2,3,35,45,34,45,29,45,5,10,1,2,187,119,187,119,154,87,33,52,0,25,112,64,112,64,44,33,68,58,0,25,399,151
0500000US37147,"Pitt County, North Carolina",81347,1530,80700,1530,68482,1591,12218,947,647,195,68305,1614,67899,1616,57156,1627,10743,834,406,177,6584,752,6507,749,5132,623,1375,388,77,49,900,302,900,302,874,303,26,43,0,28,1376,317,1352,316,1340,316,12,17,24,26,928,273,788,255,726,244,62,71,140,89,3254,546
0500000US37149,"Polk County, North Carolina",8499,351,6550,351,3956,346,2594,292,1949,254,6543,398,5050,375,2913,311,2137,290,1493,231,1147,253,753,181,445,146,308,141,394,136,66,64,66,64,26,24,40,60,0,22,118,67,88,55,88,55,0,22,30,23,215,92,183,82,74,53,109,64,32,37,410,108
0500000US37151,"Randolph County, North Carolina",62760,1039,62251,1053,35509,1163,26742,1102,509,154,54076,1095,53776,1091,29615,1019,24161,1155,300,120,5663,589,5574,582,3225,527,2349,358,89,71,219,190,201,189,194,188,7,12,18,29,501,143,488,141,453,131,35,39,13,22,714,205,625,211,435,157,190,117,89,66,1587,265
0500000US37153,"Richmond County, North Carolina",17244,656,16592,675,12400,641,4192,382,652,241,14801,703,14239,733,10613,654,3626,383,562,233,1544,300,1459,278,968,247,491,173,85,68,16,21,16,21,2,4,14,21,0,25,397,225,397,225,351,210,46,51,0,25,136,66,131,64,116,53,15,21,5,9,350,169
0500000US37155,"Robeson County, North Carolina",47478,909,45753,972,34315,909,11438,649,1725,268,41073,889,39677,949,29638,877,10039,601,1396,215,4897,406,4607,380,3287,391,1320,204,290,114,51,36,43,32,37,31,6,9,8,14,412,98,402,99,392,101,10,20,10,14,399,118,378,111,315,103,63,36,21,26,646,164
